Date,Cases,Deaths
2022-12-06,7988747,92332
2022-12-07,8016665,92393
2022-12-08,8016665,92450
2022-12-09,8017431,92456
2021-04-20,2855946,49829
2021-04-21,2860001,49916
2020-05-10,40037,1110
2020-09-10,677888,13998
2021-04-22,2863676,49984
2020-05-11,40988,1137
2020-09-11,683295,14279
2021-04-23,2866290,50048
2020-05-12,42348,1169
2020-09-12,685921,14384
2021-04-24,2868275,50090
2020-05-13,43822,1205
2020-09-13,689941,14458
2021-04-25,2869755,50103
2020-05-14,45169,1256
2020-09-14,694547,14508
2021-04-26,2874150,50136
2020-05-15,46987,1300
2020-09-15,701509,14661
2021-04-27,2877890,50196
2020-05-16,47866,1330
2020-09-16,706034,14803
2021-04-28,2882018,50274
2020-05-17,48828,1356
2020-09-17,710423,14909
2021-04-29,2885569,50339
2020-05-18,49788,1362
2020-09-18,713652,15037
2020-05-19,51080,1405
2020-09-19,716914,15124
2022-04-30,6752149,88303
2021-09-20,3938756,62432
2021-05-20,2933314,51283
2021-01-20,2186469,33632
2021-09-21,3954709,62778
2021-05-21,2934857,51326
2020-06-10,81771,1916
2021-01-21,2207935,34075
2021-09-22,3972002,63162
2021-05-22,2935806,51366
2020-06-11,83772,1942
2021-01-22,2226203,34496
2021-09-23,3982646,63608
2021-05-23,2936554,51381
2020-06-12,86031,1965
2021-01-23,2240136,34859
2021-09-24,3999392,64016
2021-05-24,2939416,51410
2020-06-13,88120,1989
2021-01-24,2247849,35050
2021-09-25,4005238,64274
2021-05-25,2941936,51453
2020-06-14,89542,1995
2021-01-25,2268260,35236
2021-09-26,4011213,64419
2021-05-26,2943560,51516
2020-06-15,91726,2018
2021-01-26,2288854,35544
2021-09-27,4021667,64538
2021-05-27,2945297,51572
2020-06-16,95973,2057
2021-01-27,2308600,36024
2021-09-28,4035865,64806
2021-05-28,2946950,51625
2020-06-17,99466,2099
2021-01-28,2328099,36434
2021-09-29,4050122,65191
2021-05-29,2947615,51660
2020-06-18,102677,2137
2021-01-29,2346818,36804
2020-06-19,107322,2168
2020-11-30,1261943,21968
2022-05-30,6849192,88553
2022-01-30,6192817,79621
2022-05-31,6868584,88569
2022-01-31,6219346,79694
2021-06-20,2979672,52292
2021-02-20,2590989,42202
2021-06-21,2980325,52300
2020-07-10,249948,3129
2021-02-21,2597379,42321
2021-06-22,2982215,52328
2020-07-11,258280,3206
2021-02-22,2604710,42484
2021-06-23,2983351,52363
2020-07-12,264811,3246
2021-02-23,2614977,42728
2021-06-24,2985029,52396
2020-07-13,273732,3313
2021-02-24,2622573,43053
2021-06-25,2986713,52426
2020-07-14,284638,3449
2021-02-25,2630384,43350
2021-06-26,2988213,52449
2020-07-15,296478,3590
2021-02-26,2641266,43633
2021-06-27,2988389,52458
2021-02-27,2646681,43772
2020-07-16,311516,3744
2021-06-28,2989253,52464
2021-02-28,2650283,43949
2020-07-17,321254,3889
2021-06-29,2990978,52494
2020-07-18,330059,3972
2020-07-19,338036,4033
2020-12-30,1753686,27821
2020-12-31,1770527,28155
2022-06-30,7105390,88901
